item_ID,label,description,english,tag_automated,check2_tag_remove,check2_tag_add,check2_tag_new,edited_by,check1_tag_remove,check1_tag_add
645,"Seit [Uhrzeit letzte Befragung oder heute morgen]: Wie war das Verhalten anderer Personen in Bezug auf Sie? 1. Je dominanter, desto weiter oben tippen.  2. Je herzlicher, desto weiter rechts tippen. ",dominant and friendly behaviour of others (ipc.p.others (variant for other persons)),"since [time of last survey or this morning]: how was other people's behaviour towards you? 1. your answer should be higher the more dominant it was. 2. your answer should be farther on the right, the friendlier it was.",evening;morning,,,,Milla;Ben,,appraisal
646,Wie glücklich sind Sie mit Ihrem eigenen Verhalten seit [Uhrzeit letzte Befragung oder heute morgen] Ihrem Partner gegenüber? ,satisfacation with behaviour towards partner (rs2.a.partner),how happy are you with your own behavior towards your partner since [time of last survey or this morning]?,positive affect;evening;morning,,,,Milla;Ben,,appraisal
647,Wie glücklich sind Sie mit Ihrem eigenen Verhalten anderen Personen gegenüber seit [Uhrzeit letzte Befragung oder heute morgen]?,satisfaction with behaviour towards others (rs2.a.others (variant for other persons)),how happy are you with your own behaviour towards other people since [time of last survey or this morning]?,positive affect;evening;morning,,,,Milla;Ben,,appraisal
648,Wie glücklich sind Sie mit dem Verhalten Ihres Partners seit [Uhrzeit letzte Befragung oder heute morgen] Ihnen gegenüber? ,satisfacation with partner's behaviour (rs2.p.partner),how happy are you with your partner's behavior since [time of last survey or this morning]? ,positive affect;evening;morning,,,,Milla;Ben,,appraisal
649,Wie glücklich sind Sie mit dem Verhalten anderer Personen Ihnen gegenüber seit [Uhrzeit letzte Befragung oder heute morgen]?,satisfaction with behaviour of others (rs2.p.others (variant for other persons)),how happy are you with other people's behaviour towards you since [time of last survey or this morning]?,positive affect;evening;morning,,,,Milla;Ben,,appraisal
650,Seit der letzten Befragung / dem Aufstehen heute morgen: Haben Sie eher Zuneigung oder eher Ablehnung von anderen Personen erfahren?,affection / rejection from others (comm.others),since the last survey / this morning: have you rather experienced affection or rejection from others?,evening;morning,,,,Milla;Ben,,
651,"Seit [Uhrzeit letzte Befragung oder heute morgen]: Hatten Sie eher Einfluss auf andere Personen oder haben Sie eher Hilflosigkeit gefühlt? z.B. andere von etwas überzeugt (oder eben nicht), andere aufgemuntert (oder eben nicht) oder sich gegen andere durchgesetzt (oder eben nicht).",influence on others (agen.others),"since [time of last survey or this morning]: have you had more influence on other people or have you felt more helplessness? e.g. convinced others of something (or not), cheered others up (or not) or prevailed against others (or not).",evening;morning,,,,Milla;Ben,,
652,"seit der letzten befragung / dem aufstehen heute morgen: haben sich eher sie oder eher andere personen bei diskussionen, unterhaltungen, entscheidungen an denen sie beteiligt waren durchgesetzt?",assertiveness towards others (agen.f),"since time of the last survey or this morning: were you or other people more likely to assert themselves in discussions, conversations, decisions in which you were involved?",evening;morning,,,,Milla;Ben,,
653,Wie selbstständig in der Beziehung fühlen Sie sich jetzt gerade?,momentary experience of independence in the relationship (status.a1),how independent in the relationship do you feel right now?,appraisal;evening;morning,,,,Milla;Ben,,
654,Wie einflussreich in der Beziehung fühlen Sie sich jetzt gerade?,momentary experience of influence in the relationship (status.a2),how influential in the relationship do you feel right now?,appraisal;evening;morning,,,,Milla;Ben,,
655,Wie emotional nahe fühlen Sie sich Ihrem Partner jetzt gerade?    Wie es gerade tatsächlich ist:,momentary experience of emotional closeness in the relationship (status.ios),how emotionally close do you feel to your partner right now?   how it is actually right now:,appraisal;evening;morning,,,,Milla;Ben,,
656,wo sind sie gerade?,location (place),where are you right now?,location;evening;morning,,,,Milla;Ben,,
657,Wer ist gerade anwesend (in ansprechbarer Nähe)?,presence of other persons (persons),who is present at the moment (addressable)?,evening;morning,,,,Milla;Ben,,social context
658,wie viel zeitdruck hatten sie bei der beantwortung dieser befragung?,time pressure during answering the survey (stress.event),how much time pressure did you have while answering this survey?,stress;evening;morning,,,,Milla;Ben,,methodological
659,Wie intensiv waren Sie gerade mit etwas beschäftigt?,intensity of current activity (stress1),how concentrated on doing something were you at the moment?,activity;cognition;evening;morning,,,,Milla;Ben,,
660,"Wie viel haben Sie in den nächsten zwei Stunden zu erledigen (sowohl beruflich, als auch privat)?",current workload (stress2),how much do you have to do in the next two hours (occupationally as well as privately)?,evening;morning,,,,Milla;Ben,,
661,"Wie viel Arbeit wartet in den nächsten zwei Stunden auf Sie (sowohl beruflich, als auch privat)?",current workload (stress.todo),how many tasks are on your to-do-list for the next two hours (occupationally as well as privately)?,morning,,,,Milla;Ben,,
662,Haben Sie sich während dieser Befragung mit Ihrem Partner über Ihre Antworten ausgetauscht?,exchange about answers with partner (exchange),did you discuss your answers with your partner during this survey?,evening;morning,,,,Milla;Ben,,methodological
663,Um welche Uhrzeit sind Sie heute morgen ungefähr aufgestanden?,wake up time (morgen),what time did you approximately get up this morning?,morning,,,,Milla;Ben,,sleep
664,ik heb goed geslapen ,sleep quality,i slept well ,sleep;morning,,,,Milla;Ben,,
665,ik heb lang genoeg geslapen ,sleep duration,i slept enough,sleep;morning,,,,Milla;Laura,,
666,denk aan de belangrijkste gebeurtenis die vandaag zal plaatsvinden. wat is het?,future event,think about the most important event that will take place today. what is it?,event;location;morning,,,,Milla;Laura,location,
667,ik heb zin in deze gebeurtenis,future orientation positive,i am looking forward to this event,event;morning,,,,Milla;Laura,,appraisal
668,ik zie ertegenop ,future orientation negative,i am dreading it [this event],event;morning,,,,Milla;Laura,,appraisal
669,deze gebeurtenis is belangrijk ,importance (future event),this event is important,event;morning,,,,Milla;Laura,,appraisal
670,ik heb controle over deze gebeurtenis,control (future event),i have control over this event,event;morning,,,,Milla;Laura,,appraisal
671,hoe verwacht ik dat deze gebeurtenis zal zijn?,intensity (future event),what do i expect this event to be like?,event;morning,,,,Milla;Laura,,appraisal
672,ik heb er vaak aan gedacht,rumination (future event),i have thought about it a lot,rumination;morning,,,,Milla;Laura,,
673,hoeveel heb ik het er met iemand over gehad?,sharing (future event),how much have i talked about it with someone?,morning,,,,Milla;Laura,,
674,"ik heb ongewone ervaringen, ik zie of hoor dingen die anderen niet zien of horen",psychoticism,i have unusual experiences,psychosis,,,,Milla;Laura,,
675,met wie ben ik?,social context,who is with me?,social context,,,,Milla;Laura,,
676,"met de mensen met wie ik nu ben, ben ik iets aan het doen (praten, leren, gamen, etc.)",social interaction,im interacting with my current company,social interaction,,,,Milla;Laura,,
677,wat ben ik aan het doen?,activity,what am i doing?,activity,,,,Milla;Laura,,
678,ik ben virtueel in contact met anderen,social interaction online,im interacting with others online,social interaction,,,,Milla;Laura,,
679,met wie ben ik virtueel in contact?,social context online,who am i in virtual contact with?,social context,,,,Milla;Laura,,
680,ik voel me op mijn gemak bij de mensen met wie ik online in contact ben ,experience of social context when in virtual company,i feel comfortable with the people im in online contact with,appraisal;social context;social support,,,,Milla;Laura,social context,
681,ik voel me gewaardeerd door de mensen met wie ik online in contact ben,experience of social context when in virtual company,i feel valued by the people im in online contact with,appraisal;social context;social support,,,,Milla;Laura,social context,
682,ik hoor bij de mensen met wie ik online in contact ben ,experience of social context when in virtual company,i belong with the people im in online contact with,appraisal;social context;social support,,,,Milla;Laura,social context,
683,waarom ben ik niet in online contact?,reasons for not interacting online,why am i not online in contact with others?,,,,,Milla;Laura,,
684,ik zou graag virtueel in contact zijn met anderen,experience of not interacting online,"i would like to be contact with others, virtually",appraisal,,,,Milla;Laura,,
685,ik heb er zelf voor gekozen om niet met anderen online in contact te zijn ,experience of not interacting online,i chose not to be in online contact with others,appraisal,,,,Milla;Laura,,
686,"ik voel me, online gezien, buitengesloten ",experience of not interacting online,"i feel, from an online perspective, excluded",appraisal,,,,Milla;Laura,,
687,denk aan de belangrijkste gebeurtenis voor jou in de afgelopen 2 uur. deze gebeurtenis was,intensity (past event),think about the most important event for you in the past 2 hours. this event was,event,,,,Milla;Laura,,
688,deze gebeurtenis was ,stress (past event),this event was,event;stress,,,,Milla;Laura,,
689,ik heb er vaak aan gedacht (belangrijkste gebeurtenis in de afgelopen 2 uur),past event rumination,i have thought about it a lot (most important event in the past 2 hours),event;rumination,,,,Milla;Laura,,
690,hoeveel heb ik het er met iemand over gehad? (belangrijkste gebeurtenis in de afgelopen 2 uur),past event sharing,how much have i talked about it with someone? (most important event in the past 2 hours),event,,,,Milla;Laura,,
691,denk aan de belangrijkste situatie voor jou in de komende 2 uurdenk aan de belangrijkste situatie voor jou in de komende 2 uur,future event ,think about the most important situation for you in the next 2 hoursthink about the most important situation for you in the next 2 hours,event,,,,Milla;Laura,,
692,ik heb zin in deze situatie,future orientation positive,[how much] am i looking forward to this situation?,,,,,Milla;Laura,,appraisal
693,denk aan de meest negatieve gebeurtenis van vandaag. wat was het? ,most negative event of the day,think about the most negative event of today. what was it?,event;evening,,,,Milla;Laura,,appraisal
694,(meest negatieve gebeurtenis) deze gebeurtenis was,intensity (most negative event of the day),(most negative event) this event was ,event;evening,,,,Milla;Laura,,appraisal
695,(meest negatieve gebeurtenis) ik had controle over deze gebeurtenis,control (most negative event of the day),(most negative event) i had control over this event,event;evening,,,,Milla;Laura,,appraisal
696,(meest negatieve gebeurtenis) deze gebeurtenis was belangrijk,importance (most negative event of the day),(most negative event) this event was important,event;evening,,,,Milla;Laura,,appraisal
697,(meest negatieve gebeurtenis) hoeveel heb ik het er met iemand over gehad? ,sharing (most negative event of the day),(most negative event) how much have i talked about it with someone?,event;evening,,,,Milla;Laura,,emotion regulation
698,(meest negatieve gebeurtenis) ik heb er nog vaak aan gedacht,rumination (most negative event of the day),(most negative event) i have thought about it a lot,event;rumination;evening,,,,Milla;Laura,,emotion regulation
699,(meest negatieve gebeurtenis) ik heb mijn emoties getoond,emotion expression (most negative event of the day),(most negative event) i expressed my emotions,event;evening,,,,Milla;Laura,,emotion regulation
700,(meest negatieve gebeurtenis) ik probeerde mijn emoties te onderdrukken,suppression (most negative event of the day),(most negative event) i tried to hide my emotions,event;evening,,,,Milla;Laura,,emotion regulation
701,(meest negatieve gebeurtenis) ik heb geprobeerd mezelf af te leiden door andere activiteiten,behavioral distraction (most negative event of the day),(most negative event) i tried to distract myself with other activities,attention;event;evening,,,,Milla;Laura,,emotion regulation
702,(meest negatieve gebeurtenis) ik probeerde de situatie te veranderen,situation modification (most negative event of the day),(most negative event) i tried to change the situation,event;evening,,,,Milla;Laura,,emotion regulation
703,(meest negatieve gebeurtenis) ik heb mijn emoties gewoon aanvaard,acceptance (most negative event of the day),(most negative event) i just accepted my emotions,event;evening,,,,Milla;Laura,,emotion regulation
704,(meest negatieve gebeurtenis) ik heb er op een andere manier naar gekeken,reappraisal (most negative event of the day),(most negative event) i looked at it from a different perspective,appraisal;event;evening,,,,Milla;Laura,,emotion regulation
705,denk aan de meest positieve gebeurtenis van vandaag. wat was het? ,most positive event of the day,think about the most positive event of today. what was it?,event;evening,,,,Milla;Laura,,
706,(meest positieve gebeurtenis) deze gebeurtenis was,intensity (most positive event of the day),(most positive event) this event was,event;evening,,,,Milla;Laura,,appraisal
707,(meest positieve gebeurtenis) ik had controle over deze gebeurtenis,control (most positive event of the day),(most positive event) i had control over this event,event;evening,,,,Milla;Laura,,appraisal
708,(meest positieve gebeurtenis) deze gebeurtenis was belangrijk,importance (most positive event of the day),(most positive event) this event was important,event;evening,,,,Milla;Laura,,appraisal
709,(meest positieve gebeurtenis) hoeveel heb ik het er met iemand over gehad?,sharing (most positive event of the day),(most positive event) how much have i talked about it with someone?,event;evening,,,,Milla;Laura,,emotion regulation
710,(meest positieve gebeurtenis) ik heb er nog vaak aan gedacht ,rumination (most positive event of the day),(most positive event) i have thought about it a lot,event;rumination;evening,,,,Milla;Laura,,emotion regulation
711,(meest positieve gebeurtenis) ik heb mijn emoties gewoon aanvaard,acceptance (most positive event of the day),(most positive event) i just accepted my emotions,event;evening,,,,Milla;Laura,,emotion regulation
712,(meest positieve gebeurtenis) ik heb mijn emoties getoond,emotion expression (most positive event of the day),(most positive event) i expressed my emotions,event;evening,,,,Milla;Laura,,emotion regulation
713,(meest positieve gebeurtenis) ik probeerde mijn emoties te onderdrukken,suppression (most positive event of the day),(most positive event) i tried to hide my emotions,event;evening,,,,Milla;Laura,,emotion regulation
714,ik voel me vrolijk ,positive affect,i feel cheerful,positive affect,,,,Milla;Laura,,
715,ik voel me geïrriteerd,negative affect,i feel irritated,negative affect,,,,Milla;Laura,,
716,ik voel me angstig ,negative affect,i feel anxious,anxiety;negative affect;worry,,,,Milla;Laura,worry,
717,ik voel me tevreden ,positive affect,i feel satisfied,positive affect,,,,Milla;Laura,,
718,ik voel me onzeker ,negative affect,i feel insecure,negative affect;self-esteem,,,,Milla;Laura,negative affect,
719,ik voel me eenzaam ,loneliness/negative affect,i feel lonely,negative affect,,,,Milla;Laura,,
720,ik voel me ontspannen,positive affect,i feel relaxed,positive affect,,,,Milla;Laura,,
721,ik voel me wantrouwig,psychoticism,i feel paranoid,psychosis,,,,Milla;Laura,,
722,ik voel me verdrietig ,negative affect,i feel sad,negative affect,,,,Milla;Laura,,
723,ik voel me gestresst,negative affect,i feel stressed,negative affect;stress,,,,Milla;Laura,,
724,ik voel me rusteloos,negative affect,i feel restless,negative affect,,,,Milla;Laura,,
725,over het algemeen gezien voel ik me nu goed,positive affect,in general i feel well at the moment,positive affect,,,,Milla;Laura,,
726,ik voel me zeker van mezelf,confidence,i feel self-confident,self-esteem,,,,Milla;Laura,,
727,ik voel me een last voor anderen,burden,i feel like a burden to others,methodological,,,,Milla;Laura,methodological,
728,ik voel me machteloos ,defeat,i feel powerless,,,,,Milla;Laura,,negative affect
729,ik heb het gevoel dat ik vastzit ,entrapment,i feel trapped,,,,,Milla;Laura,,negative affect
730,ik vind het fijn om alleen te zijn,experience of being alone,i find being alone pleasant,appraisal,,,,Milla;Laura,,
731,ik wil alleen zijn,experience of being alone,i want to be alone,appraisal,,,,Milla;Laura,,
732,ik voel me buitengesloten,experience of being alone,i feel an outsider,appraisal,,,,Milla;Laura,,
733,ik wil liever met anderen zijn,experience of being alone,i prefer to have company,appraisal,,,,Milla;Laura,,
734,ik voel me op mijn gemak in dit gezelschap,experience of social context when in company,i feel comfortable in this company,appraisal;social context;social support,,,,Milla;Laura,social context,
735,ik voel me gewaardeerd door dit gezelschap,experience of social context when in company,i feel valued in this company,appraisal;social context;social support,,,,Milla;Laura,social context,
736,ik hoor erbij,experience of social context when in company,i belong ,appraisal;social context;social support,,,,Milla;Laura,social context,
737,ik zou liever alleen zijn,experience of social context when in company,i would rather be alone,appraisal;social context,,,,Milla;Laura,social context,
738,ik vind het leuk wat ik nu aan het doen ben,experience of physical context,i like this activity,activity;appraisal,,,,Milla;Laura,activity,
739,ik zou liever iets anders doen,experience of physical context,i would rather do something else,appraisal,,,,Milla;Laura,,
740,"dat wat ik nu aan het doen ben, kan ik goed",experience of physical context,i am good at what i am doing,appraisal,,,,Milla;Laura,,
741,ik ben actief bezig met dat wat ik nu aan het doen ben ,experience of physical context,i am actively engaged in what i am doing,appraisal,,,,Milla;Laura,,
742,waar ben je?,physical context,where are you?,location,,,,Milla;Laura,,
743,ik ben moe,physiological state,i am tired,fatigue;physical health,,,,Milla;Laura,,physical health
744,ik heb lichamelijk pijn ,physiological state,i am in pain,physical health,,,,Milla;Laura,,
745,sinds de vorige beep: heb je eraan gedacht om jezelf te verwonden,suicidal ideation / self-harm,since the previous beep: have you considered harming yourself?,self-harm;suicidality,,,,Milla;Laura,suicidality,
746,tijdens deze gedachten over zelfverwonding had ik de wens om mijn leven te beïndigen,suicidal ideation / self-harm,"during these self-harm thoughts, how much did i wish to end my life?",self-harm;suicidality,,,,Milla;Laura,,
747,"ik heb naar deze gedachten gehandeld door mezelf opzettelijk te verwonden, pijn te doen of te vergiftigen",suicidal ideation / self-harm,have i actually harmed myself intentionally?,self-harm;suicidality,,,,Milla;Laura,suicidality,
748,"toen ik mezelf verwondde, ervoer ik lichamelijke pijn",suicidal ideation / self-harm,"when i self-harmed, i experienced physical pain",physical health;self-harm;suicidality,,,,Milla;Laura,suicidality,
749,sinds de vorige beep heb ik het volgende gebruikt,substance use,since the last beep ive used,substance use,,,,Milla;Laura,,
750,deze beep stoorde me,disturbance,this beep disturbed me,methodological,,,,Milla;Laura,,
751,1. Ik voel me onplezierig/plezierig,This question is about how you feel at this moment. ,I feel bad/good,,,,,Milla;Laura,,negative affect;positive affect
752,2. Ik voel me rustig/opgewonden,This question is about how you feel at this moment. ,I feel calm/excited,arousal;positive affect,,,,Milla;Laura,,
753,3. Ik voel me tevreden,This question is about how you feel at this moment. ,I feel satisfied,positive affect,,,,Milla;Laura,,
754,4. Ik voel me ontspannen,This question is about how you feel at this moment. ,I feel relaxed,positive affect,,,,Milla;Laura,,
755,5. Ik voel me overstuur,This question is about how you feel at this moment. ,I feel upset,negative affect,,,,Milla;Laura,,
756,6. Ik voel me opgewekt,This question is about how you feel at this moment. ,I feel cheerful,positive affect,,,,Milla;Laura,,
757,7. Ik voel me ge?rriteerd,This question is about how you feel at this moment. ,I feel irritated,negative affect,,,,Milla;Laura,,
758,8. Ik voel me lusteloos,This question is about how you feel at this moment. ,I feel listless/apathic,,,,,Milla;Laura,,negative affect
759,9. Ik voel me somber,This question is about how you feel at this moment. ,I feel down,negative affect,,,,Milla;Laura,,
760,10. Ik voel me energiek,This question is about how you feel at this moment. ,I feel energetic,positive affect,,,,Milla;Laura,,
761,11. Ik voel me enthousiast,This question is about how you feel at this moment. ,I feel enthusiastic,,,,,Milla;Laura,,positive affect
762,12. Ik voel me nerveus,This question is about how you feel at this moment. ,I feel nervous,anxiety;worry,,,,Milla;Laura,,negative affect
763,13. Ik voel me verveeld,This question is about how you feel at this moment. ,I feel bored,,,,,Milla;Laura,,
764,14. Ik voel me kalm,This question is about how you feel at this moment. ,I feel calm,positive affect,,,,Milla;Laura,,
765,15. Ik voel me angstig,This question is about how you feel at this moment. ,I feel anxious,anxiety;negative affect;worry,,,,Milla;Laura,worry,
766,16. Ik voel me schuldig,This question is about how you feel at this moment. ,I feel guilty,negative affect,,,,Milla;Laura,,
767,17. Ik kan me goed concentreren,This question is about how you feel at this moment. ,I can concentrate well,cognition,,,,Milla;Laura,,
768,18. Ik pieker veel,This question is about how you feel at this moment. ,I worry a lot,worry,,,,Milla;Laura,,
769,19. Ik voel me moe,This question is about how you feel at this moment. ,I feel tired,fatigue,,,,Milla;Laura,,
770,"20. Ik ervaar lichamelijk ongemak (bv pijn, misselijk, zware benen)",This question is about how you feel at this moment. ,"I experience physical discomfort (e.g. pain, nausea, heavy legs)",physical health,,,,Milla;Laura,,
771,21. Waar bent u op dit moment?,Only one answer allowed,Where are you at this moment?,location,,,,Milla;Laura,,
772,22. Met wie bent u op dit moment?,If respondent answered alone follow-up question 22a. If respondent answered in company of others follow-up question 22b & 22c.,With who are you at this moment?,,,,,Milla;Laura,,social context
773,22a. Ik was liever in gezelschap geweest,,I would have preferred to be in company,,,,,Milla;Laura,,appraisal
774,22b. Het gezelschap bestaat uit,,The company consists of,,,,,Milla;Laura,,social context
775,22c. Ik ervaar het gezelschap als,,I experience the company as,,,,,Milla;Laura,,appraisal
776,23. Heeft u sinds de vorige meting geslapen?,The questions are about things since the previous survey. If respondents answered 'yes' follow-up question 23a & 23b. If respondent answered 'no' follow-up question 24.,Have you slept since the previous assessment? ,,,,,Milla;Laura,,sleep
777,23a. Heeft u goed geslapen?,,Did you sleep well?,sleep,,,,Milla;Laura,,
778,23b. Hoeveel tijd heeft u geslapen?,Pull-down menu,How long did you sleep?,negative affect;sleep,,,,Milla;Laura,negative affect,
779,24. Heeft u sinds de vorige meting iets alledaags (on)plezierigs meegemaakt?,"If respondent answered yes, something pleasant follow-up question 24a t/m 24c. If respondent answered yes, something unpleasant follow-up question 24d t/m 24f. If respondent answered yes, both something pleasant and unpleasant follow-up question 24a t/m f. If respondent answered none follow-up question 25.",Did you have daily (un)pleasant experiences since you filled out the previous assessement?,,,,,Milla;Laura,,event
780,24a. Denk aan de meest plezierige ervaring: Hoe plezierig was deze ervaring?,,Think about the most  pleasant experience: How pleasant was this experience? ,,,,,Milla;Laura,,event;appraisal
781,24b. Hoe belangrijk was deze plezierige ervaring?,,How important was this pleasant experience?,,,,,Milla;Laura,,event;appraisal
782,24c. De plezierige ervaring had te maken met,,The pleasant experience involved,,,,,Milla;Laura,,event;appraisal
783,24d. Denk aan de meest onplezierige ervaring: Hoe onplezierig was deze ervaring?,,Think about the most unpleasant experience: How unpleasant was this experience?,,,,,Milla;Laura,,event;appraisal
784,24e. Hoe belangrijk was deze onplezierige ervaring?,,How important was this unpleasant experience?,,,,,Milla;Laura,,event;appraisal
785,24f. De onplezierige ervaring had te maken met,,The unpleasant experience involved,,,,,Milla;Laura,,event;appraisal
786,25. Wat heeft u sinds de vorige meting gedaan?,Multiple answers possible,Which activities have you been involved in since the last assessment?,,,,,Milla;Laura,,activity
787,26. Hoeveel sigaretten heeft u gerookt sinds de laatste meting?,Pull-down menu; This items was only included when the participant indicated that he/she was a current smoker during intake.,How  many cigarettes have you smoked since last assessment?,negative affect;substance use,,,,Milla;Laura,negative affect,
788,27. Hoeveel koppen koffie heeft u gedronken sinds de laatste meting?,Pull-down menu,How many cups of coffee have you drunk since last assessment?,negative affect;substance use,,,,Milla;Laura,negative affect,
789,28. Hoeveel glazen alcohol heeft u gedronken sinds de laatste meting?,Pull-down menu,How many glasses of alcohol have you drunk since last assessment?,negative affect;substance use,,,,Milla;Laura,negative affect,
790,29. Heeft u vandaag meer of minder gegeten dan u doorgaans zou doen?,Follow-up question 29 only asked if it is the last questionnaire of the day.,Have you eaten more or less than usual today?,evening,,,,Milla;Laura,,physical health
791,30. Hoe storend vindt u het om nu de vragenlijst in te vullen?,,How disturbing is filling out a questionnaire right now?,methodological,,,,Milla;Laura,,
792,31. Als u wilt kunt u hieronder nog opmerkingen over deze meting kwijt,,If you want you can write below comments about this assessment,,,,,Milla;Laura,,methodological
793,1. Hebben zich veranderingen voorgedaan in uw medicatiegebruik gedurende de afgelopen twee weken van dit dagboekonderzoek?,If respondent answered no follow-up question 2. If respondent answered yes follow-up question 1a.,Have there been changes in your medication use during the last two weeks of this diary research?,,,,,Milla;Laura,,physical health;substance use
794,1a. Welke veranderingen in uw medicatiegebruik?,,What had changed in your use of medication?,,,,,Milla;Laura,,physical health;substance use
795,2. Bent u een vrouw?,If respondent answered no follow-up question 3. If respondent answered yes follow-up question 2a.,Are you a woman?,,,,,Milla;Laura,,
796,2a. Menstrueert u nog?,If respondent answered no follow-up question 3. If respondent answered yes follow-up question 2b & 2c &2d.,Are you still menstruating?,,,,,Milla;Laura,,physical health
797,2b. Wat was de eerste dag van uw laatste menstruatie?,Pull-down menu,What was the first day of your last period?,negative affect,,,,Milla;Laura,,physical health;substance use
798,2c. Heeft u een regelmatige cyclus?,,Do you have a regular menstrual cycle?,,,,,Milla;Laura,,physical health;substance use
799,2d. Hoeveel dagen duurt uw cyclus?,,What is the duration of your cycle in days?,,,,,Milla;Laura,,physical health;substance use
800,3. Hoe belastend vond u het dagboekonderzoek over het geheel genomen?,The following questions are about your experience with the diary assessments.,How burdensome did you find the diary survey overall?,methodological,,,,Milla;Laura,,
801,4. Hoe belastend vond u de lengte van het onderzoek (14 dagen)?,,How burdensome did you find the duration of the study (14 days)?,methodological,,,,Milla;Laura,,
802,5. Hoe belastend vond u de meetfrequentie (5 x per dag)?,,How burdensome did you find the assessment frequency (5 times a day)?,methodological,,,,Milla;Laura,,
803,6. Hoe belastend vond u het aantal vragen per meting?,,How burdensome did you find the number of questions per assessment?,methodological,,,,Milla;Laura,,
804,7. Zou u nog een keer meedoen aan een onderzoek waarin er gebruik wordt gemaakt van dagboekmetingen?,,Would you participate again in a study using diary assessments?,,,,,Milla;Laura,,methodological
805,8. De meeste mensen missen tijdens het onderzoek weleens een meting. Wat was/waren voor u de belangrijkste reden(en)?,"Multiple answers possible If respondent answers Something else, namelijk: open field: no litmit on the number of characters.",Most people missed  a few assessments during the diary research. What was/were the main reasons for you? (multiple answers possible),,,,,Milla;Laura,,methodological
806,9a. Hoe vond u het over het algemeen om de vragen in het dagboekje te beantwoorden?,,Rate your overall experience of filling out the questions in the diary.,appraisal,,,,Milla;Laura,,methodological
807,9b.,,Rate your overall experience of filling out the questions in the diary.,appraisal,,,,Milla;Laura,,methodological
808,10. Waren er specifieke vragen in de dagboekjes die u moeilijk of vervelend vond om te beantwoorden?,If respondent answered no follow-up question 11. If respondent answered yes follow-up question 10a.,Were there specific questions in the diary which you found difficult  or annoying to answer?,,,,,Milla;Laura,,methodological
809,"10a. Zo ja, wilt u hieronder kort aangeven wat u moeilijk of vervelend vond?",,"If so, please describe below what you found difficult or annoying?",,,,,Milla;Laura,,methodological
810,11. In hoeverre heeft u uw dagelijks ritme aangepast aan de metingen?,,To what extent did you adjust your daily rhythm to the assessments?,,,,,Milla;Laura,,methodological
811,12. Werden uw emoties weleens negatief be?nvloed door het beantwoorden van de vragen?,,Were your emotions sometimes negatively influenced by answering the questions ?,,,,,Milla;Laura,,methodological
812,13. Werden uw emoties weleens positief be?nvloed door het beantwoorden van de vragen?,,Were your emotions sometimes positively influenced by answering the questions?,,,,,Milla;Laura,,methodological
813,14. Wat vond u van de eerste mondelinge dagboekinstructie door de onderzoeksmedewerker?,,What do you think of the initial  instruction given by the research assistant?,,,,,Milla;Laura,,methodological
814,15. Wat vond u van de geschreven instructies die u mee naar huis heeft gekregen?,,What do you think of the the written instructions to take home?,,,,,Milla;Laura,,methodological
815,16. Wat vond u van de telefonische ondersteunding door de onderzoeksmedewerkers?,,What do you think of the the telephonic support by the research assistant?,,,,,Milla;Laura,,methodological
816,17. Heeft u verder nog opmerkingen over uw deelname aan het dagboekonderzoek?,,Do you have any comments about your participation in the diary research?,,,,,Milla;Laura,,methodological
817,General question prompt for each q,,In the past three hours…,,,,,Milla;Laura,,
818,Stress (General Item),Stress (General Item),I found it difficult to relax.,stress,,,,Milla;Laura,,negative affect
819,Stress (General Item),Stress (General Item),I felt (very) irritable,stress,,,,Milla;Laura,,negative affect
820,Anxiety (General Item),Anxiety (General Item),I was worried about different things,anxiety;worry,,,,Milla;Laura,,negative affect
821,Anxiety (General Item),Anxiety (General Item),"I felt nervous, anxious or on edge",anxiety;negative affect;worry,,,,Milla;Laura,,negative affect
822,Depression (General Item),Depression (General Item),I I felt that I had nothing to look forward,depression,,,,Milla;Laura,,negative affect
823,Depression (General Item),Depression (General Item),I couldn't seem to experience any positive feeling at all,depression,,,,Milla;Laura,,negative affect
824,Fatigue,Fatigue,I felt tired,fatigue,,,,Milla;Laura,,
825,Hunger,Hunger,"In the past 3h, I was hungry",physical health,,,,Milla;Laura,,
826,Loneliness,Loneliness,"I felt like I lack companionship, or that I am not close to people.",,,,,Milla;Laura,,
827,Anger,Anger,I felt angry ,negative affect,,,,Milla;Laura,,
828,Social Contact,Social Contact,"I spent ___ minutes on meaningful, offline, social interaction",social interaction,,,,Milla;Laura,,
829,Social Media use,Social Media use,I spent __ minutes using social media to kill/pass the time,,,,,Milla;Laura,,
830,Music,Music,I spent __ minutes listening to music,,,,,Milla;Laura,,
831,Procrastination ,Procrastination ,To what degree did you postpone working on a task?,,,,,Milla;Laura,,
832,Time spent outdoors,Time spent outdoors,I spent __ minutes outside (outdoors) ?,,,,,Milla;Laura,,context
833,COVID-19,COVID-19,I spent __ occupied with the coronavirus (e.g. watching news thinking about it talking to friends about it),,,,,Milla;Laura,,
834,COVID-19,COVID-19,I spent __ thinking about my own health or that of my close friends and family members regarding the coronavirus,,,,,Milla;Laura,,
835,Home,Home,I spent __ at home (including the home of parents/partner),,,,,Milla;Laura,,context
836,Mijn ouder en ik konden goed overweg.,Parental Warmth (Positive Interaction Quality),My parent and I got along well.,,,,,Milla;Laura,,social interaction
